Loan Name;Account ID;Account Holder Name;Account State;Loan Amount;Principal Due;Total Due;Total Paid;Days In Arrears;Interest from Arrears Balance;Interest from Arrears Due;Interest from Arrears Paid;Days Late;Product;Product Category;Created;Last Modified;Closed Date
Agriculture Loan;L00028;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 17:13:53;06-12-2022 17:45:21;
Austrian Loan;YMPY911;André Teste;In Arrears;500000,00;500000,00;502875,00;0,00;637,00;1432,29;1432,29;0,00;654,00;Austrian Loan;PERSONAL_LENDING;23-08-2021 17:39:53;06-12-2022 17:45:35;
Fishermen Group Loan;HIXU791;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;03-03-2021 11:18:16;06-12-2022 17:45:43;
Agriculture Loan;SSHB970;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:24:00;06-12-2022 17:45:27;
Agriculture Loan;ZUII417;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:43:28;06-12-2022 17:45:28;
Agriculture Loan;OFWB873;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:49:44;06-12-2022 17:45:28;
Agriculture Loan;ZOQU730;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 12:36:22;06-12-2022 17:45:28;
Agriculture Loan;VOUB082;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 13:30:41;06-12-2022 17:45:29;
Agriculture Loan;VRNQ501;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 13:30:41;06-12-2022 17:45:29;
Agriculture Loan;NZJO715;Rita de Fonseca AFonso;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;30-06-2021 14:58:13;06-12-2022 17:45:28;
Agriculture Loan;WUYU086;Honorato Afonso de Maria;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;30-06-2021 16:55:28;06-12-2022 17:45:29;
Car Loan;GBZA180;Honorato Afonso de Maria;Approved;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Car Loan;COMMERCIAL;30-06-2021 17:14:11;06-12-2022 17:50:16;
Student Loan;DNQY618;Honorato Afonso de Maria;Closed;7000,00;0,00;0,00;1000,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;30-06-2021 17:15:55;12-07-2021 14:50:00;12-07-2021 14:50:00
SO Mortgage Account - EUR;476056851;BHARATHI N;Approved;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;25-03-2023 18:31:50;25-03-2023 18:43:25;
Agriculture Loan;L00031;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;23-02-2021 10:42:02;06-12-2022 17:45:23;
Agriculture Loan;L00032;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;23-02-2021 10:42:03;06-12-2022 17:45:23;
BNPL - Dynamic;MARKETBANK-62ac5352a2a7d;Pedro3 Gomes3;Approved;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 11:11:28;06-12-2022 17:45:20;
BNPL - Dynamic;MARKETBANK-62ac54580f86a;Pedro3 Gomes3;Approved;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 11:15:49;06-12-2022 17:45:21;
SO Bank BNPL ;854236259;Pedro Pascal;In Arrears;1500,00;1490,00;1565,00;10,00;138,00;0,00;0,00;0,00;141,00;SO Bank BNPL ;PERSONAL_LENDING;06-03-2023 11:14:54;26-05-2023 05:14:09;
Training Short-term Loan;1001;John Training Doe;In Arrears;20000,00;9072,41;10479,01;2000,00;322,00;184,40;184,40;3,52;327,00;Training Short-term Loan;PERSONAL_LENDING;16-08-2022 17:36:17;21-07-2023 00:54:23;
TesteLoanDyn;LYWU441;Maria Pinto;Active;8000,00;0,00;0,00;8079,47;0,00;0,00;0,00;26,14;0,00;TesteLoanDyn;PERSONAL_LENDING;04-05-2023 14:50:04;30-06-2023 15:27:50;
kredit-test;MGRH244;Clara Wieck;In Arrears;1000,00;166,66;169,18;0,00;25,00;0,11;0,11;0,00;33,00;kredit-test;UNCATEGORIZED;06-06-2023 15:09:48;08-08-2023 04:40:18;
Golden Bullet Loan​;GEAA202;Maria Pinto;Active;350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Golden Bullet Loan​;SME_LENDING;19-06-2023 11:31:18;19-06-2023 11:31:18;
Agriculture Loan;L051;Martim Leitao Reis;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;09-04-2021 18:26:20;06-12-2022 17:45:28;
SO Bank BNPL ;897055447;Pedro Pascal;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;27-03-2023 09:21:10;27-03-2023 09:21:12;
Agriculture Loan;OQJB863;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:26:05;06-12-2022 17:45:27;
Agriculture Loan;PPJA997;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:43:26;06-12-2022 17:45:27;
Agriculture Loan;JPBQ678;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:43:26;06-12-2022 17:45:28;
Agriculture Loan;HSSH338;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:43:27;06-12-2022 17:45:28;
Agriculture Loan;SAFC644;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 11:49:45;06-12-2022 17:45:28;
BNPL - Dynamic;MARKETBANK-582501;Joud  Zaumot;Closed;59,99;0,00;0,00;59,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 14:47:45;27-06-2022 14:51:58;27-06-2022 14:51:59
BNPL - Dynamic;MARKETBANK-817551;Joud  Zaumot;Closed;39,99;0,00;0,00;39,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 16:22:21;27-06-2022 17:05:47;27-06-2022 17:05:47
BNPL - Dynamic;MARKETBANK-884981;Joud  Zaumot;Closed;129,98;0,00;0,00;129,98;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 19:05:08;27-06-2022 19:34:11;27-06-2022 19:34:11
pl test 2;112244692;Client_Luís Ferreira;In Arrears;1500,00;300,00;395,13;100,00;103,00;5,21;5,21;0,00;106,00;SO Term Loan - EUR;PERSONAL_LENDING;22-03-2023 12:18:04;24-07-2023 01:19:59;
SO Bank BNPL ;835195147;Angelina Jolie;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;22-03-2023 15:06:04;22-03-2023 15:06:04;
Car Loan;WORR000;Shapova Dormikome;In Arrears;25000,00;8333,36;10119,09;28809,50;208,00;0,00;0,00;0,00;214,00;Car Loan;COMMERCIAL;19-05-2022 16:37:19;13-01-2023 00:42:01;
Simple Fixed;VFGF432;Client Nuno Faria;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Simple Fixed;PERSONAL_LENDING;08-06-2022 23:22:28;06-12-2022 17:45:35;
Buy Now Pay Later;MARKETBANK-439100;Pedro Albano;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:44:09;06-12-2022 17:45:33;
Personal Loan;GMMX182;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;04-03-2021 18:53:41;06-12-2022 17:45:43;
Personal Loan;WMOW884;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;04-03-2021 18:54:16;06-12-2022 17:45:43;
Term Credit - (very) Long Term ;EXHF928;Teste Empresa;In Arrears;2000,00;56,23;477,05;0,00;19,00;0,00;0,00;0,00;22,00;Term Credit - (very) Long Term ;SME_LENDING;15-06-2023 15:37:05;21-07-2023 00:54:18;
Construction Loan;EAGJ356;Rui Pedro Esteves;Rejected;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;15-09-2022 14:19:29;15-09-2022 14:22:54;15-09-2022 14:22:55
Construction Loan;MAFV590;Rui Pedro Esteves;In Arrears;30000,00;312,50;320,78;10000,00;293,00;0,00;0,00;0,00;326,00;Construction Loan;COMMERCIAL;15-09-2022 16:42:06;14-07-2023 00:45:03;
Agriculture Loan;RCYC680;Lukas Test;Approved;951,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;21-04-2021 18:20:52;06-12-2022 17:45:28;
Big Bucks Loan;KTPJ930;Bruce Bennar;In Arrears;50000,00;41666,60;177497,56;5547,48;554,00;0,00;0,00;0,00;559,00;Big Bucks Loan;PERSONAL_LENDING;20-01-2022 12:07:04;08-08-2023 04:40:25;
SME Tranched Loan;CVPQ040;Labs & Strategy SA;In Arrears;100000,00;35000,00;35055,41;5000,00;197,00;19,58;19,58;0,00;201,00;SME Tranched Loan;SME_LENDING;17-01-2023 14:25:19;18-05-2023 05:09:59;
SO Mortgage Account - EUR;460216316;BHARATHI N;Approved;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;25-03-2023 18:38:06;25-03-2023 18:43:35;
SO Mortgage Account - EUR;433310016;BHARATHI N;Approved;5948,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;25-03-2023 18:45:01;25-03-2023 18:45:02;
SO Mortgage Account - EUR;420243508;BHARATHI N;Approved;5948,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;25-03-2023 18:45:25;25-03-2023 18:45:26;
Agriculture Loan;L023;Pedro Miguel Marquez;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;07-04-2021 15:42:52;06-12-2022 17:45:27;
Construction Loan;L022;Martim Leitao Reis;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;07-04-2021 15:43:12;06-12-2022 17:45:36;
Agriculture Loan;L030;Pedro Miguel Marquez;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;07-04-2021 17:08:05;06-12-2022 17:45:27;
Construction Loan;L029;Martim Leitao Reis;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;07-04-2021 17:08:22;06-12-2022 17:45:36;
Fishermen Group Loan;L035;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;07-04-2021 17:08:32;06-12-2022 17:45:31;
Personal Loan;L034;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;07-04-2021 17:08:48;06-12-2022 17:45:45;
Retail Mortgage;MRTG-RET-QCCG301;Client Nuno Faria;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;03-05-2021 16:14:01;06-12-2022 17:45:38;
Retail Mortgage;MRTG-RET-UHKC917;Client Nuno Faria;In Arrears;100000,00;100000,00;387611,12;0,00;372,00;0,00;0,00;0,00;414,00;Retail Mortgage;RETAIL_MORTGAGES;03-05-2021 16:25:31;08-08-2023 04:41:24;
Retail Mortgage;MRTG-RET-ABLP821;Client Nuno Faria;Approved;250000,00;45454,54;49621,20;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;04-05-2021 17:30:18;06-12-2022 17:45:38;
Retail Mortgage;MRTG-RET-WLOQ842;Client Nuno Faria;Pending Approval;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;04-05-2021 17:51:52;06-12-2022 17:45:38;
WUBS Loan AT EUR 1D - Updated;L2414962116;Client Nuno Faria;In Arrears;100000,00;100000,00;104141,50;0,00;825,00;887,04;887,04;0,00;825,00;WUBS Loan AT EUR 1D - Updated;SME_LENDING;04-05-2021 18:11:50;06-12-2022 17:45:29;
Construction Loan;IFHZ906;James Theodore White;Closed;5000,00;0,00;0,00;100,98;0,00;0,00;0,00;0,05;0,00;Construction Loan;COMMERCIAL;23-02-2021 11:23:20;22-04-2021 11:03:04;22-04-2021 11:03:04
test3;YJKE871;Peter Laurent;Active;5000,00;0,00;0,00;5685,00;0,00;0,00;0,00;0,00;0,00;test3;PERSONAL_LENDING;08-11-2022 14:00:54;06-12-2022 17:49:57;
AAAA;QHUW605;ana RD;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;26-01-2022 15:09:28;06-12-2022 17:45:34;
Agriculture Loan;ABNS157;Rachel Williams;In Arrears;950,00;950,00;1026,35;0,00;526,00;0,00;0,00;0,00;526,00;Agriculture Loan;UNCATEGORIZED;26-01-2022 18:08:12;06-12-2022 17:45:31;
BNPL - Dynamic;MARKETBANK-365823;Gil Pinto;Approved;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;22-06-2022 18:16:22;06-12-2022 17:45:25;
Tracker Mortgage;ZBYY828;Nuno Tiago;Approved;450000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Tracker Mortgage;RETAIL_MORTGAGES;30-09-2022 15:27:20;06-12-2022 17:49:59;
Credit Card PT;L026;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;07-04-2021 15:43:19;06-12-2022 17:45:31;
Student Loan;L025;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;07-04-2021 15:43:39;06-12-2022 17:45:41;
Agriculture Loan;L016;Pedro Miguel Marquez;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;06-04-2021 12:28:52;06-12-2022 17:45:27;
Credit Card PT;L019;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;06-04-2021 12:39:43;06-12-2022 17:45:31;
Student Loan;L018;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;06-04-2021 12:40:01;06-12-2022 17:45:41;
Agriculture Loan;L00004;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 10:50:50;06-12-2022 17:45:32;
Agriculture Loan;L00007;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 11:17:44;06-12-2022 17:45:33;
Agriculture Loan;L00008;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 11:17:44;06-12-2022 17:45:33;
Agriculture Loan;YSON852;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
SO Bank BNPL ;805260969;Pedro Pascal;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;22-03-2023 16:17:57;22-03-2023 16:17:58;
pl test 3;113400725;Client_Luís Ferreira;In Arrears;1500,00;0,00;54,36;700,00;106,00;0,00;0,00;0,00;106,00;SO Term Loan - EUR;PERSONAL_LENDING;22-03-2023 16:52:01;24-07-2023 01:19:57;
Corporate Lending;PYZU053;EmpresaAngelina;Pending Approval;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;03-03-2023 12:16:40;03-03-2023 12:16:40;
Corporate Lending;ZNAZ317;EmpresaAngelina;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;03-03-2023 15:27:53;03-03-2023 15:27:53;
SO Mortgage Account EURIBOR  - EUR v4;405837641;Carol Amandino;Approved;60000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR v4;RETAIL_MORTGAGES;26-07-2023 11:30:52;26-07-2023 11:30:53;
test2;FCCU757;Filipe António;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;test2;PERSONAL_LENDING;07-11-2022 12:56:56;07-11-2022 12:56:57;
Car Loan;DTHH664;Diogo Miguel Dias;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Car Loan;COMMERCIAL;02-03-2021 16:12:11;06-12-2022 17:50:16;
Car Loan;ADFQ526;Diogo Miguel Dias;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 16:49:00;06-12-2022 17:45:20;
Fishermen Group Loan;AGLX139;Diogo Miguel Dias;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 16:56:18;06-12-2022 17:45:20;
Capitalized Fee test;L00043;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 17:48:47;06-12-2022 17:45:20;
LoanProduct_Test;ZRWJ899;Client_ Test;In Arrears;100000,00;99967,78;99967,78;60,00;442,00;0,00;0,00;0,00;445,00;LoanProduct_Test;UNCATEGORIZED;18-05-2022 18:54:19;06-12-2022 17:49:59;
Agriculture Loan;FHUG191;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 09:13:24;06-12-2022 17:45:27;
Agriculture Loan;QTLZ349;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 09:24:34;06-12-2022 17:45:27;
Agriculture Loan;Loan4;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-02-2021 16:55:00;06-12-2022 17:45:31;
OffSetFull;OKGX010;Maria Pinto;In Arrears;1000,00;0,00;0,00;200,55;5,00;0,00;0,00;0,00;5,00;OffSetFull;PERSONAL_LENDING;04-07-2023 09:22:39;04-08-2023 10:24:21;
Agriculture Loan;Loan2;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-02-2021 16:54:58;06-12-2022 17:45:31;
Personal Loan;WCQB328;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-03-2021 11:28:58;06-12-2022 17:45:43;
Personal Loan;EGYR366;Diogo Miguel Dias;In Arrears;5000,00;5005,00;5005,00;0,00;1243,00;0,00;0,00;0,00;1257,00;Personal Loan;;05-03-2021 11:39:40;06-12-2022 17:45:44;
TesteLoan;DMWW760;Maria Pinto;In Arrears;600,00;600,00;600,00;0,00;49,00;0,00;0,00;0,00;49,00;TesteLoan;PERSONAL_LENDING;15-06-2023 14:06:52;21-06-2023 03:44:06;
TesteLoan;WMKT365;Maria Pinto;In Arrears;716,89;716,89;716,89;0,00;49,00;0,00;0,00;0,00;49,00;TesteLoan;PERSONAL_LENDING;15-06-2023 14:16:36;21-06-2023 03:44:05;
TesteLoan;IHFM901;Maria Pinto;Closed;500,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;TesteLoan;PERSONAL_LENDING;15-06-2023 14:20:34;19-06-2023 10:30:52;19-06-2023 10:30:51
Agriculture Loan;ZOOS781;Marta Coelho;Closed;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-05-2021 14:46:12;17-05-2021 14:46:22;17-05-2021 14:46:23
SO Bank BNPL ;805423556;Ariel Mermaid;Partial Application;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;06-03-2023 13:59:06;06-03-2023 13:59:06;
Term Credit - (very) Long Term ;IVNP211;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 14:23:29;13-06-2023 14:23:30;
TesteLoanCustom;SGVL634;Maria Pinto;Closed;1000,00;0,00;0,00;294,00;0,00;0,00;0,00;0,15;0,00;TesteLoanCustom;PERSONAL_LENDING;05-05-2023 15:08:39;15-06-2023 14:16:36;15-06-2023 14:16:36
SO Mortgage Account EURIBOR  - EUR v4;436449322;Carol Amandino;Approved;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR v4;RETAIL_MORTGAGES;28-07-2023 14:31:42;28-07-2023 14:31:43;
BNPL - Dynamic;MARKETBANK-955531;Joud  Zaumot;Closed;79,99;0,00;0,00;79,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;23-06-2022 15:36:47;27-06-2022 02:54:12;27-06-2022 02:54:12
BNPL - Dynamic;MARKETBANK-916322;Joud  Zaumot;Closed;79,99;0,00;0,00;79,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;24-06-2022 11:33:19;27-06-2022 02:54:28;27-06-2022 02:54:28
Retail Mortgage;MRTG-RET-JUDV728;Client Nuno Faria;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;22-03-2021 18:26:52;06-12-2022 17:45:37;
Capitalized Fee test;L038;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;08-04-2021 18:50:37;06-12-2022 17:45:23;
Construction Loan;L036;Martim Leitao Reis;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;08-04-2021 18:50:46;06-12-2022 17:45:37;
Personal Loan;L041;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;08-04-2021 18:51:04;06-12-2022 17:45:20;
Capitalized Fee test;L00083;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;05-04-2021 19:13:42;06-12-2022 17:45:23;
Personal Loan;L00086;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-04-2021 19:14:14;06-12-2022 17:45:44;
Student Loan;L00084;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;05-04-2021 19:14:21;06-12-2022 17:45:41;
Revolving ;FRUO010;Client Nuno Faria;Pending Approval;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Revolving ;PERSONAL_LENDING;08-06-2021 11:58:07;06-12-2022 17:49:59;
BNPL - KTB;IQWK890;Client Nuno Faria;In Arrears;10000,00;10000,00;17666,64;0,00;111,00;8,33;8,33;0,00;111,00;BNPL - KTB;PERSONAL_LENDING;18-04-2023 14:57:42;08-08-2023 04:51:15;
GracePeriod ON;PDZI102;Client Nuno Faria;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;GracePeriod ON;PERSONAL_LENDING;18-04-2023 15:05:21;18-04-2023 15:05:21;
BNPL - KTB;WLNU608;Client Nuno Faria;In Arrears;10000,00;10000,00;10050,03;0,00;111,00;23,32;23,32;0,00;111,00;BNPL - KTB;PERSONAL_LENDING;18-04-2023 15:06:46;28-04-2023 01:05:57;
BNPL - KTB;LRNO188;Client Nuno Faria;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;18-04-2023 15:09:12;18-04-2023 15:09:13;
BNPL;EXVS810;Client Nuno Faria;In Arrears;10000,00;3000,00;3150,00;0,00;82,00;0,00;0,00;0,00;82,00;BNPL;PERSONAL_LENDING;18-04-2023 15:11:03;19-07-2023 00:50:03;
BNPL - KTB (Copy);ELUC999;Client Nuno Faria;In Arrears;10000,00;8511,12;8582,90;1500,00;111,00;36,16;36,16;0,55;110,00;BNPL - KTB (Copy);PERSONAL_LENDING;18-04-2023 15:17:46;28-04-2023 01:05:52;
Term Credit - (very) Long Term ;SHHR694;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 17:01:16;13-06-2023 17:01:17;
Term Credit - (very) Long Term ;KMJD289;Carol Amandino;In Arrears;8000,00;330,10;1908,18;0,00;26,00;0,00;0,00;0,00;26,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 18:44:51;14-07-2023 00:45:05;
Car Loan;EBVB672;Client_test_mateus mateus mateus;Closed;950,00;0,00;0,00;1000,90;0,00;0,00;0,00;0,00;0,00;Car Loan;COMMERCIAL;23-05-2022 10:41:06;23-05-2022 10:47:32;23-05-2022 10:47:33
AAAA;GVMH970;MM JJ;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;28-03-2022 16:11:32;06-12-2022 17:45:34;
