Loan Name;Account ID;Account Holder ID;Account Holder Name;Account State;Account Sub-State;Loan Amount;Principal Due;Total Due;Principal Paid;Total Paid;Approval Date;Activation Date;Last Payment Date;Last Modified;Closed Date
BNPL - Dynamic;MARKETBANK-394439;MARKETBANK-1;Gil Pinto;In Arrears;;159,98;106,65;106,65;53,33;53,33;22-06-2022 13:58:04;22-06-2022;22-06-2022 14:02:02;06-12-2022 17:45:24;
OffsetPartial;JDZE180;769273359;Maria Pinto;Active;;1000,00;0,00;0,00;198,31;202,30;30-06-2023 16:35:17;30-06-2023;31-07-2023 08:38:27;31-07-2023 08:38:28;
OffsetPartial;GPEQ854;769273359;Maria Pinto;Closed (Written Off);;1000,00;0,00;0,00;0,00;0,00;30-06-2023 16:41:26;30-06-2023;;25-07-2023 16:17:18;25-07-2023 16:17:18
Auto_Loan_Test;XOED365;978755533;Nuno Tiago;Closed;;10000,00;0,00;0,00;10000,00;12549,88;14-07-2022 11:06:55;14-07-2022;14-07-2022 14:11:10;14-07-2022 14:11:10;14-07-2022 14:11:11
Auto_Loan_Test;IVFU511;978755533;Nuno Tiago;Closed;Withdrawn;10000,00;0,00;0,00;0,00;0,00;14-07-2022 14:29:02;;;14-07-2022 14:42:15;14-07-2022 14:42:15
Auto_Loan_Test;VCCU497;978755533;Nuno Tiago;Closed;;10000,00;0,00;0,00;10000,00;10250,46;14-07-2022 14:55:47;14-07-2022;14-07-2022 14:58:47;14-07-2022 14:58:46;14-07-2022 14:58:47
Auto_Loan_Test;ASEY410;978755533;Nuno Tiago;Closed;;10000,00;0,00;0,00;10000,00;10299,96;14-07-2022 16:10:55;14-07-2022;14-07-2022 16:28:50;14-07-2022 16:28:50;14-07-2022 16:28:50
Buy Now Pay Later;MARKETBANK-270336;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;59,99;0,00;0,00;0,00;0,00;13-06-2022 15:33:12;;;22-06-2022 16:24:16;22-06-2022 16:24:17
Buy Now Pay Later;MARKETBANK-779804;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;59,99;0,00;0,00;0,00;0,00;13-06-2022 15:33:12;;;22-06-2022 16:24:21;22-06-2022 16:24:22
Agriculture Loan;IENB560;389945066;Antonio Jose Mourao;In Arrears;;950,00;875,45;926,35;74,55;100,00;18-10-2021 11:42:26;18-10-2021;18-10-2021 12:33:41;06-12-2022 17:45:31;
Agriculture Loan;WRIN101;666056216;John Williams;Approved;;950,00;0,00;0,00;0,00;0,00;06-04-2021 19:58:58;;;06-12-2022 17:45:27;
Corporate Lending;SSNP347;205270106;EmpresaAngelina;Pending Approval;;100,00;0,00;0,00;0,00;0,00;;;;03-03-2023 14:20:05;
Corporate Lending;ATEA620;205270106;EmpresaAngelina;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;03-03-2023 14:38:43;
Agriculture Loan;L02;C02;Martim Leitao Reis;Approved;;1150,00;0,00;0,00;0,00;0,00;06-04-2021 11:05:17;;;06-12-2022 17:45:27;
Student Loan;L04;C02;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 11:05:17;;;06-12-2022 17:45:41;
Capitalized Fee test;L010;C06;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;06-04-2021 11:22:43;;;06-12-2022 17:45:23;
Credit Card PT;L012;C07;Pedro Miguel Marquez;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 11:22:58;;;06-12-2022 17:45:31;
Fishermen Group Loan;L014;C08;Andre Drumond Mateus;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 11:22:59;;;06-12-2022 17:45:31;
Personal Loan;L013;C07;Pedro Miguel Marquez;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 11:23:10;;;06-12-2022 17:45:44;
Student Loan;L011;C06;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 11:23:17;;;06-12-2022 17:45:41;
WUBS Loan AT EUR 1D - Updated;L3028358425;299268506;Client Nuno Faria;In Arrears;Locked;10,00;10,00;10,23;0,00;0,00;21-05-2021 16:08:41;16-04-2021;;06-12-2022 17:45:30;
Personal Loan;LHRX140;141414831;Octávio Machado;In Arrears;Locked;2000,00;1505,00;1729,93;500,00;500,00;05-12-2022 15:08:04;05-12-2022;05-12-2022 15:27:49;10-07-2023 00:46:05;
SO Mortgage Account w/offset - EUR;461909156;356136440;Sandra Bullock;Approved;;100000,00;0,00;0,00;0,00;0,00;05-07-2023 14:03:11;;;05-07-2023 14:18:06;
Agriculture Loan;UOTP241;2;Uros غلامرضایی;Approved;;1145,00;0,00;0,00;0,00;0,00;17-02-2021 14:13:15;;;06-12-2022 17:45:29;
Agriculture Loan;OPSN677;3;Nina Quynh;Approved;;800,00;0,00;0,00;0,00;0,00;17-02-2021 14:13:16;;;06-12-2022 17:45:29;
Agriculture Loan;GCYI409;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 14:26:57;;;06-12-2022 17:45:29;
Agriculture Loan;DHTT775;2;Uros غلامرضایی;Approved;;1145,00;0,00;0,00;0,00;0,00;17-02-2021 14:26:58;;;06-12-2022 17:45:29;
Agriculture Loan;BTTO799;3;Nina Quynh;Approved;;800,00;0,00;0,00;0,00;0,00;17-02-2021 14:26:58;;;06-12-2022 17:45:29;
Agriculture Loan;2;2;Uros غلامرضایی;Approved;;1145,00;0,00;0,00;0,00;0,00;17-02-2021 15:09:04;;;06-12-2022 17:45:30;
Agriculture Loan;L00139;00053;Maria Graca Cardoso;Approved;;1150,00;0,00;0,00;0,00;0,00;01-03-2021 17:18:51;;;06-12-2022 17:45:25;
Car Loan;L00143;1315;Diogo Miguel Dias;Approved;;1150,00;0,00;0,00;0,00;0,00;01-03-2021 18:22:25;;;06-12-2022 17:50:16;
Buy Now Pay Later;MARKETBANK-782492;MARKETBANK-G62a1e2fb9432b;Roberto Gomes;Approved;;79,99;0,00;0,00;0,00;0,00;09-06-2022 13:10:11;;;06-12-2022 17:45:33;
Buy Now Pay Later;MARKETBANK-794069;MARKETBANK-G62a1e4fcdfe4b;Al2meida Gom2es;Approved;;79,99;0,00;0,00;0,00;0,00;09-06-2022 13:18:06;;;06-12-2022 17:45:33;
Buy Now Pay Later;MARKETBANK-786425;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;09-06-2022 13:19:56;;;22-06-2022 16:23:11;22-06-2022 16:23:12
Car Loan;YOBS058;232080172;Henrique Martins Correia;Active;;20000,00;0,00;0,00;20000,00;207575,03;22-07-2021 07:43:08;22-07-2021;22-07-2021 13:00:49;06-12-2022 17:50:17;
AAAA;VAFI809;498127104;Tomas Moura Silva;Approved;;5000,00;0,00;0,00;0,00;0,00;22-07-2021 09:30:46;;;06-12-2022 17:45:33;
Construction Loan;FPUY290;232080172;Henrique Martins Correia;In Arrears;;200000,00;0,00;1201,45;184960,56;185005,00;22-07-2021 13:03:01;20-07-2021;22-07-2021 13:22:08;21-07-2023 04:04:32;
BNPL;ABXE088;859605806;Angelina Jolie;Approved;;1500,00;0,00;0,00;0,00;0,00;03-04-2023 15:29:37;;;03-04-2023 15:29:37;
BNPL;HKDG151;859605806;Angelina Jolie;Approved;;1500,00;0,00;0,00;0,00;0,00;03-04-2023 15:32:31;;;03-04-2023 15:32:31;
LoanProductTest;DRCE988;205270106;EmpresaAngelina;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;28-02-2023 16:52:05;
Construction Loan;L00081;331137643;Martim Leitao Reis;Pending Approval;;13111751500,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Fishermen Group Loan;L00087;0;گلشن Chinwenma;Approved;;5000,00;0,00;0,00;0,00;0,00;05-04-2021 19:14:06;;;06-12-2022 17:45:30;
Buy Now Pay Later;MARKETBANK-881712;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;69,99;0,00;0,00;0,00;0,00;14-06-2022 13:12:01;;;22-06-2022 16:24:47;22-06-2022 16:24:48
BNPL - Dynamic;MARKETBANK-719993;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;159,98;0,00;0,00;0,00;0,00;15-06-2022 16:21:51;;;22-06-2022 16:25:28;22-06-2022 16:25:28
BNPL - Dynamic;MARKETBANK-815825;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;15-06-2022 16:43:52;;;22-06-2022 16:25:42;22-06-2022 16:25:43
BNPL - Dynamic;MARKETBANK-310182;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;15-06-2022 16:52:26;;;22-06-2022 16:25:52;22-06-2022 16:25:53
Term Credit - (very) Long Term ;UHLO364;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 14:25:38;;;13-06-2023 14:25:37;
Term Credit - (very) Long Term ;CXQP358;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 14:58:07;;;13-06-2023 14:58:07;
Term Credit - (very) Long Term ;TJGG420;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 15:18:29;;;13-06-2023 15:18:28;
SO Mortgage Account - EUR;409943048;167639416;BHARATHI N;Closed;;1000,00;0,00;0,00;1000,00;1007,94;27-02-2023 15:06:54;07-02-2023;21-03-2023 10:47:53;21-03-2023 10:47:54;21-03-2023 10:47:54
OffSetFull;HZYU101;769273359;Maria Pinto;Approved;;1000,00;0,00;0,00;0,00;0,00;04-07-2023 14:44:17;;;04-07-2023 15:12:20;
Construction Loan;PSSA276;1315;Diogo Miguel Dias;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Personal Loan;GTJW702;666056216;John Williams;Approved;;2000,00;0,00;0,00;0,00;0,00;06-04-2021 14:55:51;;;06-12-2022 17:45:45;
Fishermen Group Loan;JROB135;1315;Diogo Miguel Dias;Approved;;800,00;0,00;0,00;0,00;0,00;02-03-2021 16:57:12;;;06-12-2022 17:45:20;
Fishermen Group Loan;ADLN741;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;02-03-2021 17:22:03;;;06-12-2022 17:45:40;
Fishermen Group Loan;VVOS346;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;02-03-2021 17:40:34;;;06-12-2022 17:45:40;
Agriculture Loan;L00046;00045;Maria Graca Cardoso;Approved;;1150,00;0,00;0,00;0,00;0,00;02-03-2021 18:20:50;;;06-12-2022 17:45:25;
Capitalized Fee test;L00047;00046;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;02-03-2021 18:20:50;;;06-12-2022 17:45:21;
Fishermen Group Loan;XWAM569;1315;Diogo Miguel Dias;Approved;;800,00;0,00;0,00;0,00;0,00;02-03-2021 18:27:14;;;06-12-2022 17:45:22;
Personal Loan;JDEA442;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;04-03-2021 18:54:31;;;06-12-2022 17:45:43;
Construction Loan;NVSY870;1315;Diogo Miguel Dias;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:35;
StudentEducationalLoan;GLCU817;167639416;BHARATHI N;In Arrears;;10000,00;4999,98;5420,75;100,00;100,00;03-02-2023 10:38:47;03-02-2023;03-02-2023 10:57:21;03-08-2023 05:15:33;
Agriculture Loan;JTFY490;191146836;Mariana Teresa Faria Nascimento Mendes;Closed (Written Off);;950,00;0,00;0,00;174,55;200,00;15-03-2022 11:09:46;15-03-2022;15-03-2022 11:18:50;21-03-2022 16:11:24;17-03-2022 12:21:50
Term Loan WUBS AT EUR 3M+;L8469341929;376131634;TM_Industries;Closed;Withdrawn;60001,00;0,00;0,00;0,00;0,00;14-10-2021 11:08:59;;;14-10-2021 11:08:59;14-10-2021 11:29:11
Term Loan WUBS AT EUR 3M+;L2232900602;376131634;TM_Industries;Closed;Refinanced;100000,00;0,00;0,00;0,00;0,00;14-10-2021 11:30:59;11-10-2021;;14-10-2021 11:31:44;14-10-2021 11:31:44
Term Loan WUBS AT EUR 3M+;L5625522979;376131634;TM_Industries;Closed (Written Off);;101000,00;0,00;0,00;0,00;0,00;14-10-2021 11:31:44;14-10-2021;;14-10-2021 14:58:53;14-10-2021 14:58:54
Revolving ;GEOD886;376131634;TM_Industries;Rejected;;1000,00;0,00;0,00;0,00;0,00;;;;14-10-2021 12:36:09;14-10-2021 12:36:09
Term Loan WUBS AT EUR 3M+;L2598625925;376131634;TM_Industries;In Arrears;Locked;10000,00;10000,00;15324,98;0,00;0,00;14-10-2021 14:59:40;04-10-2021;;06-12-2022 17:50:27;
Agriculture Loan;TGKP108;1223565446;Jane Doe;In Arrears;;950,00;511,08;526,35;438,92;500,00;20-03-2023 11:09:44;20-03-2023;20-03-2023 11:12:17;30-05-2023 02:43:22;
Agriculture Loan;TXRC080;299268506;Client Nuno Faria;In Arrears;;950,00;950,00;1026,35;0,00;0,00;29-01-2021 16:30:38;01-02-2023;;02-03-2023 01:23:52;
Agriculture Loan;NYIV443;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;12-02-2021 13:00:09;;;06-12-2022 17:45:23;
Agriculture Loan;L00009;00017;Maria Graca Cardoso;Approved;;1150,00;0,00;0,00;0,00;0,00;22-02-2021 14:27:12;;;06-12-2022 17:45:33;
Agriculture Loan;L00010;00018;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;22-02-2021 14:27:12;;;06-12-2022 17:45:33;
Agriculture Loan;L00012;00020;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;22-02-2021 14:27:15;;;06-12-2022 17:45:33;
Agriculture Loan;L00013;00021;Maria Graca Cardoso;Approved;;1150,00;0,00;0,00;0,00;0,00;22-02-2021 16:08:00;;;06-12-2022 17:45:33;
Agriculture Loan;L00016;00024;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;22-02-2021 16:08:04;;;06-12-2022 17:45:33;
Agriculture Loan;L00017;00025;Maria Graca Cardoso;Approved;;1150,00;0,00;0,00;0,00;0,00;22-02-2021 16:14:13;;;06-12-2022 17:45:34;
Agriculture Loan;L00018;00026;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;22-02-2021 16:14:13;;;06-12-2022 17:45:34;
Agriculture Loan;L00023;00031;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;22-02-2021 16:22:08;;;06-12-2022 17:45:20;
Term Loan WUBS AT EUR 3M+;L5932646114;290863488;Company_;Active;;1000000,00;0,00;1748,40;1000000,00;1508835,17;29-07-2021 12:50:55;29-07-2021;17-09-2021 16:24:41;07-06-2023 11:11:23;
WUBS Loan AT EUR 1D - Updated;L7587543432;314151169;Chandana Test;In Arrears;Locked;12000,00;100,00;108,83;11900,00;15558,00;30-07-2021 08:11:53;06-06-2019;14-10-2021 07:00:33;06-12-2022 17:45:34;
Capitalized Fee test;L00050;00046;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;02-03-2021 18:56:45;;;06-12-2022 17:45:22;
Agriculture Loan;RRWN561;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;10-02-2021 15:16:37;;;06-12-2022 17:45:23;
Agriculture Loan;LVCM989;514831782;Joao Luis Pereira;Approved;;780,00;0,00;0,00;0,00;0,00;10-02-2021 16:53:50;;;06-12-2022 17:45:23;
Agriculture Loan;NKNT202;514831782;Joao Luis Pereira;Approved;;780,00;0,00;0,00;0,00;0,00;10-02-2021 16:56:36;;;06-12-2022 17:45:23;
Construction Loan;BFAW513;1315;Diogo Miguel Dias;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:35;
LoanProductTest;NQJN329;568367145;Corporate Customer Test;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;20-02-2023 16:23:42;
SO Mortgage Account - EUR;410459929;167639416;BHARATHI N;In Arrears;;5000,00;1880,00;1892,65;3120,00;3154,01;03-03-2023 08:19:34;07-02-2023;21-03-2023 00:00:27;07-04-2023 01:12:44;
SO Term Loan - EUR;118023987;089134365;Iara Silva;Approved;;1000,00;0,00;0,00;0,00;0,00;21-03-2023 15:24:02;;;21-03-2023 15:24:20;
BNPL - Dynamic;MARKETBANK-806205;881857316;Joud  Zaumot;In Arrears;;69,99;23,33;23,92;46,66;46,66;27-06-2022 21:40:22;27-06-2022;27-06-2022 21:44:28;20-01-2023 01:01:10;
Lohnprodukt;MVMK954;205270106;EmpresaAngelina;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;28-02-2023 16:52:05;
Agriculture Loan;EXKI889;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;15-02-2021 11:28:10;;;06-12-2022 17:45:27;
Student Loan;PWXK718;923138910;Fs test;Approved;;7000,00;0,00;0,00;0,00;0,00;15-02-2021 13:13:58;;;06-12-2022 17:45:40;
BNPL - Dyson with Downpayment;KKQZ030;881857316;Joud  Zaumot;Closed;;2000,00;0,00;0,00;2000,00;2096,01;15-06-2022 14:23:41;01-05-2022;27-06-2022 02:54:00;27-06-2022 02:54:00;27-06-2022 02:54:00
BNPL - Vanmoof;HMSU371;881857316;Joud  Zaumot;Closed;;2500,00;0,00;0,00;2500,00;2500,00;15-06-2022 14:25:06;01-06-2022;27-06-2022 02:54:07;27-06-2022 02:54:07;27-06-2022 02:54:07
BNPL - Dynamic;MARKETBANK-567380;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;15-06-2022 16:28:22;;;22-06-2022 16:25:37;22-06-2022 16:25:38
BNPL - Dynamic;LDZI640;881857316;Joud  Zaumot;Closed (Written Off);;79,99;0,00;0,00;26,66;26,66;23-06-2022 11:04:25;15-06-2022;23-06-2022 16:15:57;23-06-2022 16:20:46;23-06-2022 16:20:47
BNPL - Dynamic;GHWX528;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;15-06-2022 16:58:32;;;22-06-2022 16:25:56;22-06-2022 16:25:57
BNPL - Dynamic;ROPK581;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;79,99;0,00;0,00;0,00;0,00;15-06-2022 17:02:45;;;22-06-2022 16:26:03;22-06-2022 16:26:04
BNPL - Dynamic;QWTG157;MARKETBANK-1;Gil Pinto;Approved;;79,99;0,00;0,00;0,00;0,00;15-06-2022 17:04:07;;;06-12-2022 17:50:29;
BNPL - Dynamic;HKFD672;MARKETBANK-1;Gil Pinto;Approved;;79,99;0,00;0,00;0,00;0,00;15-06-2022 17:05:22;;;06-12-2022 17:50:29;
Personal Loan;IIGC147;107015257;Sara Testing;Approved;;3000,00;0,00;0,00;0,00;0,00;04-02-2021 15:35:48;;;06-12-2022 17:45:43;
Short loan;KJSV958;869110148;Filipe António;Approved;;3010,00;0,00;0,00;0,00;0,00;16-09-2021 15:36:59;;;06-12-2022 17:45:27;
Revolving ;DISQ676;299268506;Client Nuno Faria;In Arrears;;1000,00;211,00;214,89;0,00;0,00;16-09-2021 16:38:03;16-09-2021;;20-09-2022 10:53:16;
Personal Loan test;MLMC341;589586363;António Ferreira;In Arrears;;1000,00;768,53;877,56;231,47;232,00;16-09-2021 17:40:49;16-09-2021;17-09-2021 12:43:30;06-12-2022 17:45:27;
SO Bank BNPL SME;901885993;802294652;Upskill-test-group-priscilla;Approved;;1000,00;0,00;0,00;0,00;0,00;27-03-2023 14:33:53;;;27-03-2023 14:33:53;
TesteLoan;JOYV701;769273359;Maria Pinto;Closed;Rescheduled;500,00;0,00;0,00;0,00;0,00;09-06-2023 11:33:43;09-06-2023;;15-06-2023 14:20:34;15-06-2023 14:20:34
Agriculture Loan;VPJP781;288724520;Afonso Carvalho Pereira;Approved;;1000,00;0,00;0,00;0,00;0,00;19-07-2021 15:38:10;;;06-12-2022 17:45:30;
Agriculture Loan;XBJW623;288724520;Afonso Carvalho Pereira;Approved;;1000,00;0,00;0,00;0,00;0,00;19-07-2021 15:40:49;;;06-12-2022 17:45:30;
Agriculture Loan;VSNR221;288724520;Afonso Carvalho Pereira;Approved;;1000,00;0,00;0,00;0,00;0,00;19-07-2021 15:41:09;;;06-12-2022 17:45:30;
SO Mortgage Account EURIBOR  - EUR ;414268787;243772958;Carol Amandino;Active;;50000,00;0,00;0,00;0,00;0,00;25-07-2023 15:43:48;25-07-2023;;25-07-2023 16:31:04;
SO Mortgage Account EURIBOR  - EUR ;439365618;243772958;Carol Amandino;Active;;50000,00;0,00;0,00;0,00;0,00;25-07-2023 15:43:54;25-07-2023;;25-07-2023 16:53:03;
testeMortFree;VKVC114;769273359;Maria Pinto;Closed;;1000,00;0,00;0,00;1000,00;1000,00;25-07-2023 16:13:06;25-07-2023;25-07-2023 16:16:47;25-07-2023 16:17:03;25-07-2023 16:17:03
SO Mortgage Account EURIBOR  - EUR ;478400695;243772958;Carol Amandino;Closed (Written Off);;100000,00;0,00;0,00;0,00;0,00;24-07-2023 15:48:32;25-07-2023;;25-07-2023 16:30:49;25-07-2023 16:30:49
WUBS Installments Loan EUR;L1747221595;290863488;Company_;In Arrears;Locked;1000000,00;999900,00;1869850,35;100,00;100,00;08-10-2021 16:17:45;08-10-2021;08-10-2021 16:18:09;06-12-2022 17:50:29;
Capitalized Fee test;L00073;00048;Andre Drumond Mateus;Approved;;1145,00;0,00;0,00;0,00;0,00;30-03-2021 11:50:06;;;06-12-2022 17:45:23;
Personal Loan;L00076;0;گلشن Chinwenma;Approved;;5000,00;0,00;0,00;0,00;0,00;30-03-2021 11:51:06;;;06-12-2022 17:45:44;
BNPL - Dynamic;AVXZ394;243772958;Carol Amandino;In Arrears;;500,00;400,01;400,18;99,99;100,03;30-01-2023 18:10:20;02-02-2023;15-02-2023 12:25:17;15-02-2023 12:25:17;
SO Mortgage Account - EUR;456240291;859605806;Angelina Jolie;In Arrears;;10000,00;4000,00;4135,29;5185,08;5187,44;28-02-2023 09:22:45;20-03-2023;21-03-2023 00:00:27;20-07-2023 01:06:27;
Agriculture Loan;L00035;00051;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;23-02-2021 13:49:52;;;06-12-2022 17:45:23;
Agriculture Loan;L00039;00055;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;23-02-2021 14:16:42;;;06-12-2022 17:45:23;
BNPL - Dynamic;MARKETBANK-106485;881857316;Joud  Zaumot;Closed;;69,99;0,00;0,00;69,99;69,99;27-06-2022 19:30:36;27-06-2022;27-06-2022 19:34:30;27-06-2022 19:34:30;27-06-2022 19:34:31
BNPL - Dynamic;MARKETBANK-800808;881857316;Joud  Zaumot;Closed;;69,99;0,00;0,00;69,99;69,99;27-06-2022 19:32:20;27-06-2022;27-06-2022 19:34:24;27-06-2022 19:34:24;27-06-2022 19:34:25
Golden Bullet Loan​;TDFU161;288265930;Teste Empresa;Approved;;10000,00;0,00;0,00;0,00;0,00;16-06-2023 15:50:27;;;16-06-2023 15:50:27;
Golden Bullet Loan​;BVBF031;288265930;Teste Empresa;Approved;;10000,00;0,00;0,00;0,00;0,00;16-06-2023 15:51:04;;;16-06-2023 15:51:04;
BNPL - Dynamic;MARKETBANK-774928;MARKETBANK-1;Gil Pinto;In Arrears;;79,99;15,79;15,94;64,20;65,25;15-06-2022 17:05:46;15-06-2022;29-08-2022 00:00:00;20-01-2023 01:01:11;
Revolving ;JNZV511;299268506;Client Nuno Faria;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:50:16;
Retail Mortgage;MRTG-RET-VAIT867;678220976;James Theodore White;Closed;Withdrawn;150000,00;0,00;0,00;0,00;0,00;08-04-2021 16:02:42;;;09-04-2021 16:57:47;09-04-2021 16:57:47
SO Bank BNPL ;835485112;802294652;Upskill-test-group-priscilla;Pending Approval;;1000,00;0,00;0,00;0,00;0,00;;;;27-03-2023 16:37:35;
Construction Loan;L00071;00045;Maria Graca Cardoso;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Credit Card PT;L00075;00046;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;30-03-2021 11:50:39;;;06-12-2022 17:45:30;
Student Loan;QESB827;299268506;Client Nuno Faria;In Arrears;;3001,00;300,10;387,13;0,00;3,00;24-07-2020 11:01:33;08-06-2022;18-07-2022 14:36:43;26-07-2023 01:14:31;
Capitalized Fee test;L045;C052;Pedro Miguel Marquez;Approved;;1145,00;0,00;0,00;0,00;0,00;09-04-2021 10:34:15;;;06-12-2022 17:45:23;
Fishermen Group Loan;L049;C056;Andre Drumond Mateus;Approved;;5000,00;0,00;0,00;0,00;0,00;09-04-2021 10:34:32;;;06-12-2022 17:45:32;
Personal Loan;L048;C055;Pedro Miguel Marquez;Approved;;5000,00;0,00;0,00;0,00;0,00;09-04-2021 10:34:43;;;06-12-2022 17:45:20;
Student Loan;L046;C053;Andre Drumond Mateus;Approved;;5000,00;0,00;0,00;0,00;0,00;09-04-2021 10:34:50;;;06-12-2022 17:45:41;
Agriculture Loan;CWOP606;299268506;Client Nuno Faria;In Arrears;;950,00;864,45;915,35;85,55;111,00;09-04-2021 11:59:22;08-06-2021;08-06-2021 12:31:33;06-12-2022 17:45:28;
Agriculture Loan;BNWK855;299268506;Client Nuno Faria;In Arrears;;950,00;950,00;1026,35;0,00;0,00;09-04-2021 12:03:36;08-06-2022;;06-12-2022 17:45:28;
Term Credit - (very) Long Term ;EZHL978;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 17:01:55;;;13-06-2023 17:01:55;
Term Credit - (very) Long Term ;IGXY923;243772958;Carol Amandino;Approved;;5000,00;0,00;0,00;0,00;0,00;13-06-2023 18:06:20;;;13-06-2023 18:06:19;
Term Credit - (very) Long Term ;TGXL469;243772958;Carol Amandino;Approved;;5000,00;0,00;0,00;0,00;0,00;13-06-2023 18:41:17;;;13-06-2023 18:41:16;
Term Credit - (very) Long Term ;QLKN317;243772958;Carol Amandino;Approved;;600,00;0,00;0,00;0,00;0,00;13-06-2023 19:20:04;;;13-06-2023 19:20:03;
Term Credit - (very) Long Term ;ZGCW800;243772958;Carol Amandino;Approved;;8000,00;0,00;0,00;0,00;0,00;13-06-2023 19:37:20;;;13-06-2023 19:37:19;
Agriculture Loan;SLAU504;333108760;Andre Costa Fernandes;Approved;;950,00;0,00;0,00;0,00;0,00;08-02-2021 15:57:51;;;06-12-2022 17:45:25;
Agriculture Loan;YTFE587;464785730;Mark Test;Approved;;950,00;0,00;0,00;0,00;0,00;08-02-2021 16:24:56;;;06-12-2022 17:45:26;
Agriculture Loan;GJAG821;358186306;Andre Costa Fernandes;Approved;;970,00;0,00;0,00;0,00;0,00;08-02-2021 16:32:22;;;06-12-2022 17:45:23;
Agriculture Loan;BPDK665;358186306;Andre Costa Fernandes;Approved;;970,00;0,00;0,00;0,00;0,00;08-02-2021 16:33:02;;;06-12-2022 17:45:23;
Agriculture Loan;YVMK197;358186306;Andre Costa Fernandes;Approved;;970,00;0,00;0,00;0,00;0,00;08-02-2021 16:33:37;;;06-12-2022 17:45:23;
Agriculture Loan;PEOX459;358186306;Andre Costa Fernandes;Approved;;970,00;0,00;0,00;0,00;0,00;08-02-2021 16:34:16;;;06-12-2022 17:45:23;
Agriculture Loan;USLN513;358186306;Andre Costa Fernandes;Approved;;970,00;0,00;0,00;0,00;0,00;08-02-2021 16:42:27;;;06-12-2022 17:45:23;
